ID,Title,TMDB_id,IMGID,Release,Runtime,Genres,Language,Cast,Director,Producer,Writer,Sound Designer,Editor,Director of Photography,Composer,Art Direction,Production Design,Costume Design,Makeup Artist
[Film3282],The Scent of Green Papaya,19552,/kDBoo2bPbyYP1Q0wekY16tAmoca.jpg,1993-06-08,104,"Drama,Romance",vi,"Trần Nữ Yên Khê,Man San Lu,Thi Loc Truong,Nguyen Anh Hoa,Hoa Hoi Vuong",Tran Anh Hung,Christophe Rossignon,Tran Anh Hung,,"Nicole Dedieu,Jean-Pierre Roques",Benoît Delhomme,,,Alain Nègre,Jean-Philippe Abril,Amélie Vinson-Rouffio
[Film3284],Cyclo,36266,/mdOsnSVTLwHMEH1juOLMiwXcO5o.jpg,1995-01-01,123,"Drama,Crime",vi,"Le Van Loc,Tony Leung Chiu-wai,Như Quỳnh,Hoàng Phúc,Ngo Vu Quang Hal",Tran Anh Hung,Christophe Rossignon,Tran Anh Hung,,"Benoît Delhomme,Nicole Dedieu,Claude Ronzeau",Benoît Delhomme,,,,,
[Film3295],Waking Ned Devine,10162,/bsxiOOKC40HlhdIJYCUE2BkpJv0.jpg,1998-09-15,91,Comedy,en,"Ian Bannen,David Kelly,Fionnula Flanagan,Susan Lynch,Brendan Dempsey",Kirk Jones,"Richard Holmes,Glynis Murray",Kirk Jones,,Alan Strachan,Henry Braham,,,John Ebden,,
[Film3304],Gods and Monsters,3033,/4kj120h4oSa4IU9Wl7QRnharZTu.jpg,1998-01-21,105,Drama,en,"Ian McKellen,Brendan Fraser,Lynn Redgrave,Lolita Davidovich,David Dukes",Bill Condon,"Gregg Fienberg,Mark R. Harris,Paul Colichman",,,Virginia Katz,Stephen M. Katz,,,Richard Sherman,Bruce Finlayson,Debra-Lee Davidson
[Film331],"Lock, Stock and Two Smoking Barrels",100,/8kSerJrhrJWKLk1LViesGcnrUPE.jpg,1998-08-28,105,"Comedy,Crime",en,"Jason Flemyng,Dexter Fletcher,Nick Moran,Jason Statham,Vinnie Jones",Guy Ritchie,Matthew Vaughn,,,Niven Howie,Tim Maurice-Jones,"John Murphy,David A. Hughes",,"Iain Andrews,Eve Mavrakis",Stephanie Collie,
[Film33419],When the Day Breaks,160332,/oT9Lr5Kk5RLqfsJxmqe5pFuNbSc.jpg,1999-02-21,10,Animation,en,,"Amanda Forbis,Wendy Tilby",,,,,,,,,,
[Film3341],The Naked Gun 2½: The Smell of Fear,37137,/v9niLQWVzVPB1cP1ThNdEaLZG1Q.jpg,1991-06-28,85,"Comedy,Crime",en,"Leslie Nielsen,Priscilla Presley,George Kennedy,O.J. Simpson,Robert Goulet",David Zucker,"Robert K. Weiss,Jim Abrahams","Jim Abrahams,David Zucker,Pat Proft",,,Robert M. Stevens,Ira Newborn,,,,
[Film3342],Naked Gun 33⅓: The Final Insult,36593,/p0AYsdgkudR9P5fNV5AjzbwQt8W.jpg,1994-03-18,83,"Comedy,Crime",en,"Leslie Nielsen,Priscilla Presley,George Kennedy,O.J. Simpson,Fred Ward",Peter Segal,"Robert K. Weiss,David Zucker","David Zucker,Pat Proft,Robert LoCash",,James R. Symons,Robert M. Stevens,Ira Newborn,Bruce Crone,Lawrence G. Paull,Mary E. Vogt,Stephen Abrums
[Film334],"Girl, Interrupted",3558,/dOBdatHIVppvmRFw2z7bf9VKJr9.jpg,1999-03-24,127,Drama,en,"Winona Ryder,Angelina Jolie,Brittany Murphy,Clea DuVall,Elisabeth Moss",James Mangold,"Cathy Konrad,Douglas Wick",,,Kevin Tent,Jack Green,Mychael Danna,Jeff Knipp,Richard Hoover,Arianne Phillips,"Janeen Schreyer,Jane Galli,Linda Grimes,Diane Maurno"
[Film3350],Waiting for Guffman,16448,/zuArI6EBpV6mExrvfnyidoOtzdf.jpg,1996-08-21,84,"Comedy,Music",en,"Christopher Guest,Eugene Levy,Fred Willard,Catherine O'Hara,Michael Hitchcock",Christopher Guest,Karen Murphy,"Christopher Guest,Eugene Levy",,Andy Blumenthal,Roberto Schaefer,"Harry Shearer,Christopher Guest,Michael McKean",John Frick,Joseph T. Garrity,Julie Carnahan,Kate Shorter
[Film3352],Tetsuo II: Body Hammer,17991,/eSicMEz2DqlPOQlRZS1v0lxKZdV.jpg,1992-10-03,81,"Science Fiction,Horror,Drama,Thriller",ja,"Tomorowo Taguchi,Shinya Tsukamoto,Nobu Kanaoka,Kim Sujin,Hideaki Tezuka",Shinya Tsukamoto,"Hiroshi Koizumi,Shinya Tsukamoto,Fumio Kurokawa,Nobuo Takeuchi,Hiromi Aihara,Fuminori Shishido",Shinya Tsukamoto,,Shinya Tsukamoto,,Chū Ishikawa,Shinya Tsukamoto,,,
[Film3353],Bullet Ballet,25951,/v3bQVcIvajOJLamwejJOUTZHK7Z.jpg,1999-12-18,87,"Drama,Thriller,Crime",ja,"Shinya Tsukamoto,Kirina Mano,Tatsuya Nakamura,Takahiro Murase,Kyoka Suzuki",Shinya Tsukamoto,"Shinya Tsukamoto,Igarashi Maison",,,Shinya Tsukamoto,Shinya Tsukamoto,Chū Ishikawa,Shinya Tsukamoto,,Hiroko Iwasaki,Tomoo Haraguchi
[Film33563],Rodrigo D: No Future,177579,/b3hFnju1flyVgKS675fLA5PgAlg.jpg,1990-11-14,92,"Crime,Drama,Music",es,"Ramiro Meneses,Carlos Mario Restrepo,Jackson Idrian Gallego,Vilma Díaz",Víctor Gaviria,,"Víctor Gaviria,Juan Guillermo Arredondo,Ramón Correa",,"Víctor Gaviria,Luis Alberto Restrepo",,Germán Arrieta,Ricardo Duque,,Ana María Gallón,
[Film336],The Professional,101,/wHqGb8J6tXBVwjqWooGMtNEjs2A.jpg,1994-09-14,111,"Crime,Drama,Action",en,"Jean Reno,Natalie Portman,Gary Oldman,Danny Aiello,Peter Appel",Luc Besson,Patrice Ledoux,,,Sylvie Landra,Thierry Arbogast,Éric Serra,"Gerard Drolon,Carol Nast",Dan Weil,Magali Guidasci,"Gigi Williams,Geneviève Peyralade"
[Film33798],Film ist. 1-6,97284,/xThuR8jSehepP1ZbEZAnNndL0FK.jpg,1998-01-01,60,Documentary,de,,Gustav Deutsch,Manfred Neuwirth,Gustav Deutsch,,,,,,,,
[Film33804],Voices Through Time,202253,/f8LiZS1X1MAOWOU0S1MSgwgxDiR.jpg,1996-08-27,86,"Drama,Romance",it,"Patrizio Girardi,Emanuela Cobelli,Laura Carnevali,Alberto Crosato",Franco Piavoli,"Laura Cafiero,Franco Piavoli,Giannandrea Pecorelli",,,Franco Piavoli,Franco Piavoli,,,,,
[Film3389],Open Your Eyes,1902,/orjSy9xEGI9jxrtodACH04gANmF.jpg,1997-12-19,117,"Drama,Thriller,Science Fiction",es,"Eduardo Noriega,Penélope Cruz,Chete Lera,Fele Martínez,Najwa Nimri",Alejandro Amenábar,"Fernando Bovaira,José Luis Cuerda",,Daniel Goldstein,María Elena Sáinz de Rozas,Hans Burmann,"Alejandro Amenábar,Mariano Marín",Wolfgang Burmann,,Concha Solera,Sylvie Imbert
[Film33962],The Prodigal Son,418340,/vL3UMzYRbn4HWXCc9fDSmIVdMYP.jpg,1990-07-01,30,,en,,,,,,,,,,,,
[Film34100],The Bed You Sleep In,220500,/2cPT3BqPkA0vV5zYb8o6SIEP3hU.jpg,1993-09-10,117,Drama,en,"Tom Blair,Marshall Gaddis,Ellen McLaughlin,Kate Sannella,Brad Shelton",Jon Jost,Henry S. Rosenthal,Jon Jost,,Jon Jost,Jon Jost,Erling Wold,,,,
[Film34135],Anchoress,116233,/9REnYK7mBmcqtUXm4ay7iDeU7O9.jpg,1993-09-10,108,Drama,en,"Natalie Morse,Gène Bervoets,Toyah Willcox,Pete Postlethwaite,Christopher Eccleston",Chris Newby,"Paul Breuls,Ben Gibson","Judith Stanley-Smith,Christine Watkins",John Lundsten,Brand Thumim,Michel Baudour,,,Niek Kortekaas,Annie Symons,"Karin Van Dijk,Pilo Pilkes,Leni Teulings,Lia Van der Horst,Cynthia Van der Linden"
[Film3428],Rainy Dog,36244,/hzOrS9pJJtGolmPxXNa03DNNEUJ.jpg,1997-06-28,95,"Crime,Action,Drama",ja,"Show Aikawa,Gao Ming-Chun,Xianmei Chen,Jianqin He,Blacky Ko Shou-Liang",Takashi Miike,,Seigo Inoue,,Yasushi Shimamura,,Koji Endo,,,,
[Film3443],Little Dieter Needs to Fly,57976,/2sLpyYytu0Dbymzs3skxOCRHKkl.jpg,1997-12-01,80,Documentary,en,"Dieter Dengler,Werner Herzog,Eugene Deatrick",Werner Herzog,Lucki Stipetić,Werner Herzog,,"Glen Scantlebury,Joe Bini,Rainer Standke",Peter Zeitlinger,,,,,
[Film3447],Jungle Fever,1713,/pw7cOdwCylBuiv6rvosBSkcgKEe.jpg,1991-06-07,132,"Drama,Romance",en,"Wesley Snipes,Annabella Sciorra,Spike Lee,Ossie Davis,Ruby Dee",Spike Lee,Spike Lee,Spike Lee,Skip Lievsay,Sam Pollard,Ernest R. Dickerson,"Terence Blanchard,Stevie Wonder",,Wynn Thomas,Ruth E. Carter,"Ellie Winslow,Bernadette Mazur,Laini Thompson"
[Film344],Satantango,31414,/y38z0v4HJ12MHiKddLEoFlvPiBt.jpg,1994-02-08,432,Drama,hu,"Mihály Víg,Putyi Horváth,Miklós Székely B.,Erika Bók",Béla Tarr,"Joachim von Vietinghoff,Ruth Waldburger,György Fehér",,,Ágnes Hranitzky,Gábor Medvigy,,,Sándor Kállay,"János Breckl,Gyula Pauer",
[Film3452],New Jack City,10952,/k9VjzXyGElRAxXyXgPvtRRSznyL.jpg,1991-03-08,97,"Thriller,Crime,Drama",en,"Wesley Snipes,Ice-T,Allen Payne,Chris Rock,Mario Van Peebles",Mario Van Peebles,"Doug McHenry,George Jackson",,,Steven Kemper,Francis Kenny,Michel Colombier,"Barbra Matis,Laura Brock",Charles C. Bennett,Bernard Johnson,Diane Hammond
[Film345],Star Wars Episode I: The Phantom Menace,1893,/6wkfovpn7Eq8dYNKaG5PY3q2oq6.jpg,1999-05-19,136,"Adventure,Action,Science Fiction",en,"Liam Neeson,Ewan McGregor,Natalie Portman,Jake Lloyd,Ian McDiarmid",George Lucas,Rick McCallum,,Ben Burtt,"Ben Burtt,Paul Martin Smith",David Tattersall,John Williams,"Peter Russell,Fred Hole,John King,Phil Harvey,Rod McLean",Gavin Bocquet,Trisha Biggar,"Meg Speirs,Melissa Lackersteen"
[Film3460],Demolition Man,9739,/49GjSZn9FnSnrRFmsA4x5WAj8oB.jpg,1993-10-08,115,"Crime,Action,Science Fiction",en,"Sylvester Stallone,Wesley Snipes,Sandra Bullock,Nigel Hawthorne,Benjamin Bratt",Marco Brambilla,"Howard G. Kazanjian,Joel Silver,Michael Levy",,"Kevin Spears,Michael Geisler",Stuart Baird,Alex Thomson,Elliot Goldenthal,"Walter P. Martishius,Jaymes Hinkle",David L. Snyder,Bob Ringwood,"Scott H. Eddo,Natalie Wood,Richard Snell,Laini Thompson"
[Film3466],Don't Be a Menace to South Central While Drinking Your Juice in the Hood,10607,/HZQBF7JDd2e9p4rPSbSHuWHaCC.jpg,1996-01-12,89,Comedy,en,"Shawn Wayans,Marlon Wayans,Tracey Cherelle Jones,Chris Spencer,Vivica A. Fox",Paris Barclay,"Keenen Ivory Wayans,Eric L. Gold",,,"Marshall Harvey,William Young",Russ Brandt,John Barnes,,,,
[Film346],Gummo,18415,/tMdoCRx0XIPR5uYBwxbxR7WCNBb.jpg,1997-10-17,89,"Drama,Comedy",en,"Jacob Reynolds,Nick Sutton,Linda Manz,Chloë Sevigny,Carisa Glucksman",Harmony Korine,Cary Woods,Harmony Korine,Steve Borne,Christopher Tellefsen,Jean-Yves Escoffier,,Amy Beth Silver,David Doernberg,Chloë Sevigny,Mia Thoen
[Film3482],Glengarry Glen Ross,9504,/zcaEDx8KlVfh4vKfMNLhiSi5Oz4.jpg,1992-09-15,100,"Crime,Drama,Mystery",en,"Al Pacino,Jack Lemmon,Alec Baldwin,Alan Arkin,Ed Harris",James Foley,"Jerry Tokofsky,Stanley R. Zupnik",,,Howard E. Smith,Juan Ruiz Anchía,James Newton Howard,William Barclay,Jane Musky,Jane Greenwood,Sharon Ilson
[Film3504],Smoking/No Smoking,61560,/4Les5XLYn5FbQtevZmLkKSQBRU5.jpg,1993-12-15,298,"Drama,Comedy,Romance",fr,"Sabine Azéma,Pierre Arditi,Peter Hudson",Alain Resnais,,"Agnès Jaoui,Jean-Pierre Bacri",,Albert Jurgenson,Renato Berta,,,Jacques Saulnier,Jackie Budin,
[Film3510],Crumb,26564,/q3fFSO9jZkbLVjMtw47nAdOftnd.jpg,1994-09-10,119,Documentary,en,"Robert Crumb,Aline Kominsky,Charles Crumb,Maxon Crumb",Terry Zwigoff,"David Lynch,Terry Zwigoff,Lynn O'Donnell",Terry Zwigoff,,Victor Livingston,Maryse Alberti,,,,,
[Film35129],Trancers II: The Return of Jack Deth,40740,/y0A2fnieQsr0KZ4gWYWU3wlk5bF.jpg,1991-08-22,85,"Action,Science Fiction,Thriller",en,"Tim Thomerson,Helen Hunt,Megan Ward,Biff Manard,Martine Beswick",Charles Band,Charles Band,,,"Ted Nicolaou,Andy Horvitch",Adolfo Bartoli,"Mark Ryder,Phil Davies",,Kathleen Coates,Angela Balogh-Calin,Palah Sandling
[Film3519],Misery,1700,/klPO5oh1LOxiPpdDXZo1ADgpKcw.jpg,1990-11-30,107,"Drama,Thriller",en,"James Caan,Kathy Bates,Richard Farnsworth,Frances Sternhagen,Lauren Bacall",Rob Reiner,"Rob Reiner,Andrew Scheinman",,,Robert Leighton,Barry Sonnenfeld,Marc Shaiman,Mark W. Mansbridge,Norman Garwood,Gloria Gresham,"Margaret E. Elliott,John M. Elliott Jr."
[Film3528],Dolores Claiborne,11929,/gfCh3TEQNEoro8lq21y4zYIic4D.jpg,1995-03-24,132,"Crime,Drama,Mystery",en,"Kathy Bates,Jennifer Jason Leigh,Judy Parfitt,Christopher Plummer,David Strathairn",Taylor Hackford,"Charles Mulvehill,Taylor Hackford",,,Mark Warner,Gabriel Beristain,Danny Elfman,Dan Yarhi,Bruno Rubeo,Shay Cunliffe,Micheline Trépanier
[Film35338],Bedevil,187782,/xxsablekY3rFOO2b0wcxrIO8sze.jpg,1993-09-11,87,Horror,en,"Lex Marinos,Tracey Moffatt,Riccardo Natoli,Dina Panozzo,Jack Charles",Tracey Moffatt,,Tracey Moffatt,,Wayne LeClos,Geoff Burton,,Martin Brown,Stephen Curtis,Rosalea Hood,
[Film353],Being John Malkovich,492,/xVSvIwRNzwXSs0CLefiiG6A96m4.jpg,1999-10-29,113,"Comedy,Drama,Fantasy",en,"John Cusack,John Malkovich,Cameron Diaz,Catherine Keener,Mary Kay Place",Spike Jonze,"Steve Golin,Vincent Landay,Sandy Stern,Michael Stipe",Charlie Kaufman,"Ren Klyce,Malcolm Fife,David Abrahamsen,Nick Peck",Eric Zumbrunnen,Lance Acord,Carter Burwell,Peter Andrus,K.K. Barrett,Casey Storm,
[Film3556],The Baby of Mâcon,5051,/lYB5uF36JE61GMLInD3Gp7yCCyL.jpg,1993-09-17,122,"Drama,History",en,"Julia Ormond,Ralph Fiennes,Philip Stone,Jonathan Lacey,Celia Gregory",Peter Greenaway,Kees Kasander,Peter Greenaway,,Chris Wyatt,Sacha Vierny,,,"Jan Roelfs,Ben van Os","Dien van Straalen,Ellen Lens",Sara Meerman
[Film355],Princess Mononoke,128,/pdtzEreKvKAlqa2YEBaGwiA45V8.jpg,1997-07-12,134,"Adventure,Fantasy,Animation",ja,"Yōji Matsuda,Yuriko Ishida,Yūko Tanaka,Kaoru Kobayashi,Masahiko Nishimura",Hayao Miyazaki,Toshio Suzuki,Neil Gaiman,,Takeshi Seyama,Atsushi Okui,Joe Hisaishi,"Yōji Takeshige,Naoya Tanaka,Kazuo Oga,Satoshi Kuroda,Nizou Yamamoto",,,
[Film3575],Lone Star,26748,/mUP8yF2Q7x97pITZvuarEiyR5g2.jpg,1996-06-21,135,"Drama,Mystery,Romance",en,"Chris Cooper,Matthew McConaughey,Elizabeth Peña,Kris Kristofferson,Joe Morton",John Sayles,"Maggie Renzi,R. Paul Miller",John Sayles,,John Sayles,Stuart Dryburgh,Mason Daring,J. Kyler Black,Dan Bishop,Shay Cunliffe,
[Film35771],Like Grains of Sand,26896,/3xXahZoVPA6xOEtCfk7sGiLcUNX.jpg,1995-12-16,129,Drama,ja,"Yoshinori Okada,Kôta Kusano,Ayumi Hamasaki,Kumi Takada,Kouji Yamaguchi",Ryosuke Hashiguchi,"Kazuo Hayashi,Kiyomi Kanazawa,Yuuka Nakazawa,Yoshishige Shimatani",Ryosuke Hashiguchi,,Miho Yoneda,Shogo Ueno,,,,,
[Film3578],The Day of Despair,257896,/nm2AUx8nzNKnL7HqI7DpoEE69rh.jpg,1992-10-30,75,Drama,pt,"Mário Barroso,Teresa Madruga,Luís Miguel Cintra,Diogo Dória",Manoel de Oliveira,Paulo Branco,,,"Manoel de Oliveira,Valérie Loiseleux",Mário Barroso,,,Zé Branco,Jasmim de Matos,Michelle Bernet
[Film357],Run Lola Run,104,/yBt6rkxRTP15nyOZOJt9pOgXDW0.jpg,1998-03-03,81,"Action,Drama,Thriller",de,"Franka Potente,Moritz Bleibtreu,Herbert Knaup,Nina Petri,Armin Rohde",Tom Tykwer,"Stefan Arndt,Andreas Schreitmüller,Gebhard Henke",,"Dirk Jacob,Frank Behnke",Mathilde Bonnefoy,Frank Griebe,"Tom Tykwer,Johnny Klimek,Reinhold Heil",,Alexander Manasse,Monika Jacobs,"Margrit Neufink,Jekaterina Oertel,Babette Bröseke"
[Film3585],Home Alone,9714,/6uOadrCfle0n2LOOxHbgWEdnrm2.jpg,1997-12-12,102,"Comedy,Family",en,"Alex D. Linz,Olek Krupa,Rya Kihlstedt,Lenny Von Dohlen,David Thornton",Raja Gosnell,"Hilton A. Green,John Hughes",John Hughes,,"Malcolm Campbell,Bruce Green,David Rennie","Julio Macat,Philip C. Pfeiffer",,Jack G. Taylor Jr.,Henry Bumstead,Jodie Lynn Tillen,"Denise Wynbrandt,Linda Boykin-Williams"
[Film3589],Close-Up,30017,/6xXZjKZA2kwMm0CEqfylqvLD21q.jpg,1990-05-09,98,"Crime,Drama,Documentary",fa,"Mohsen Makhmalbaf,Monoochehr Ahankhah,Mahrokh Ahankhah",Abbas Kiarostami,,Abbas Kiarostami,,Abbas Kiarostami,Ali Reza Zarrindast,,,,,
[Film3591],Taste of Cherry,30020,/vgPwjgbSdbYWrS1ty8TIZtmi6Tn.jpg,1997-09-28,99,Drama,fa,"Homayoun Ershadi,Abdolrahman Bagheri,Afshin Khorshid Bakhtiari,Safar Ali Moradi,Mir Hossein Noori",Abbas Kiarostami,Abbas Kiarostami,Abbas Kiarostami,,Abbas Kiarostami,Homayun Payvar,,,,,
[Film359],Natural Born Killers,241,/fEKZwT91gxvkAoyPgpNXo8W5fu0.jpg,1994-08-25,118,"Crime,Thriller,Drama",en,"Woody Harrelson,Juliette Lewis,Robert Downey Jr.,Tommy Lee Jones,Tom Sizemore",Oliver Stone,"Jane Hamsher,Don Murphy,Clayton Townsend",,"David Kneupper,Scott Martin Gershin","Hank Corwin,Brian Berdan",Robert Richardson,"Leonard Cohen,Trent Reznor,Brent Lewis","Alan Tomkins,Margery Zweizig",Victor Kempster,Richard Hornung,John E. Jackson
[Film3645],Event Horizon,8413,/qfluaDXv0cIdLwgQWzNB2piHL2q.jpg,1997-08-15,96,"Horror,Science Fiction,Mystery",en,"Laurence Fishburne,Sam Neill,Kathleen Quinlan,Joely Richardson,Richard T. Jones",Paul W. S. Anderson,"Jeremy Bolt,Lawrence Gordon,Lloyd Levin",Philip Eisner,Campbell Askew,Martin Hunter,Adrian Biddle,"Michael Kamen,Orbital","Michael Lamont,Tony Reading,Giles Masters,David Allday,Philip Elton,Mark Harris,Simon Lamont",Joseph Bennett,John Mollo,"Nuala Conway,Catherine Heys"
[Film364],Forrest Gump,13,/saHP97rTPS5eLmrLQEcANmKrsFl.jpg,1994-07-06,142,"Comedy,Drama,Romance",en,"Tom Hanks,Robin Wright,Gary Sinise,Mykelti Williamson,Sally Field",Robert Zemeckis,"Wendy Finerman,Steve Tisch,Steve Starkey",,,Arthur Schmidt,Don Burgess,Alan Silvestri,"William James Teegarden,Leslie McDonald",Rick Carter,Joanna Johnston,"Rick Sharp,Jay Cannistraci,Craig Lyman"
[Film3661],SLC Punk!,6396,/gdbj2uvElEfEvTDGUY40vvuJU3R.jpg,1998-09-24,97,"Comedy,Drama",en,"Matthew Lillard,Michael A. Goorjian,Annabeth Gish,Til Schweiger,Jason Segel",James Merendino,"Sam Maydew,Peter Ward",,,Esther P. Russell,Greg Littlewood,,,Charlotte Malmlöf,Fiora Boes,
[Film36636],Bhaji on the Beach,14587,/3J5XZgf0NsvTumKMXMqPz5dNhfY.jpg,1993-09-11,100,"Comedy,Drama",en,"Kim Vithana,Jimmi Harkishin,Sarita Khajuria,Akbar Kurtha,Mo Sesay",Gurinder Chadha,,"Gurinder Chadha,Meera Syal",,,,,,,,
[Film36638],The Bride with White Hair 2,25384,/pFfxAufiZtZBOiSCi0oRmbnDSpD.jpg,1993-12-22,80,"Action,Fantasy,Romance",cn,"Leslie Cheung,Brigitte Lin,Sunny Chan,Christy Chung,Joey Meng",David Wu,,Ronny Yu,,,,,,,Emi Wada,
[Film3664],Hackers,10428,/qfx2EENW1sOpKNVKLzr7VOhlxkt.jpg,1995-09-14,107,"Action,Crime,Thriller,Drama",en,"Jonny Lee Miller,Angelina Jolie,Jesse Bradford,Matthew Lillard,Renoly Santiago",Iain Softley,"Ralph Winter,Michael Peyser",Rafael Moreu,,"Martin Walsh,Chris Blunden",Andrzej Sekula,"Simon Boswell,Guy Pratt",John Frankish,John Beard,Roger Burton,
[Film36683],Stone Cold,21338,/4nW7wZKKjzZ5zriDfIjpJcZIyZS.jpg,1991-05-17,92,"Action,Crime,Thriller",en,"Brian Bosworth,Lance Henriksen,William Forsythe,Arabella Holzbog,Sam McMurray",Craig R. Baxley,Yoram Ben-Ami,,,"Mark Helfrich,Larry Bock,Edward A. Warschilka",Alexander Gruszynski,,,"John B. Mansbridge,Richard L. Johnson",Tami Mor,"Selena Evans-Miller,Margaux L. Lancaster"
[Film36815],Motel Cactus,153423,/w27XeiHtRaBjrHTsREjUxE9ff6H.jpg,1997-10-25,91,"Romance,Comedy,Drama",ko,"Jin Hee-kyung,Park Shin-yang,Jung Woo-sung,Lee Mi-yeon",Park Ki-yong,"Tcha Sung-jai,Kim Sun-ah","Bong Joon-ho,Park Ki-yong",,Hahm Sung-won,Christopher Doyle,,Jae-Won Oh,"Jae-Won Oh,Jeong-Hwa Choi",,
[Film36824],Brother's Keeper,26755,/AjumCYR6VPXGDKlYekGkx5jMdfi.jpg,1992-09-09,104,Documentary,en,"Connie Chung,John Teeple,Delbert Ward,Roscoe Ward,Lyman Ward","Joe Berlinger,Bruce Sinofsky",,,,,,,,,,
[Film3696],The Ages of Lulu,53932,/tpRKl4U4hkVieQBo6ZBo9haDybB.jpg,1990-12-03,95,Drama,es,"Francesca Neri,Óscar Ladoire,María Barranco,Fernando Guillén Cuervo,Rosana Pastor",Bigas Luna,Andrés Vicente Gómez,,,Pablo G. del Amo,Fernando Arribas,Carlos Segarra,,,"Helena Sanchís,Antonio Alvarado",
[Film37000],South,9473,/tS0PedvA2mFO9VCHYwQpaU1K36U.jpg,1999-06-30,81,"Animation,Comedy",en,"Trey Parker,Matt Stone,Mary Kay Bergman,Isaac Hayes,Jesse Brant Howell",Trey Parker,"Trey Parker,Matt Stone,Frank C. Agnone II","Trey Parker,Matt Stone,Pam Brady",,John Venzon,,Marc Shaiman,J.C. Wegman,,,
[Film37060],Chants,452807,/dEYaKf0rCUh9QZ06zT9OJrIduQW.jpg,1995-01-01,20,,fr,Barbara,Martine Rousset,,,,Martine Rousset,,,,,,
[Film370],Nekromantik 2,48636,/q1CtldLFgg4kRP81o0mY9f42ubJ.jpg,1991-05-07,110,"Horror,Drama,Romance",de,"Monika M.,Mark Reeder,Beatrice Manowski,Carola Ewers",Jörg Buttgereit,Manfred O. Jelinski,"Jörg Buttgereit,Franz Rodenkirchen",,"Jörg Buttgereit,Manfred O. Jelinski",Manfred O. Jelinski,"Hermann Kopp,John Boy Walton,Monika M.",,,,
[Film3711],Everyone Says I Love You,9716,/7s7HybQ5eqHtj0wjcTjFsD7KnBE.jpg,1996-12-06,101,"Comedy,Romance",en,"Julia Roberts,Alan Alda,Woody Allen,Drew Barrymore,Lukas Haas",Woody Allen,Robert Greenhut,,,Susan E. Morse,Carlo Di Palma,,"Tom Warren,Cynthia Sleiter",Santo Loquasto,Jeffrey Kurland,"Fern Buchner,Rosemary Zurlo"
[Film3716],The Stendhal Syndrome,39434,/ttgMlgv76nbh3vwRl91P4JkgroA.jpg,1996-01-26,120,"Horror,Crime,Thriller",it,"Asia Argento,Thomas Kretschmann,Marco Leonardi,Luigi Diberti,Paolo Bonacelli",Dario Argento,"Dario Argento,Giuseppe Colombo","Franco Ferrini,Dario Argento",,Angelo Nicolini,Giuseppe Rotunno,Ennio Morricone,,Massimo Antonello Geleng,Lia Francesca Morandini,Gloria Pescatore
[Film37336],Life Is to Whistle,112942,/cGC5t77XdRwDTpNzbnVkKEkG6AK.jpg,1998-12-05,106,Drama,en,"José Andrade,Maudelet Badia,Elena Bolaños",Fernando Pérez,,,,,,,,,,
[Film373],The Death King,15736,/3DT2KpnBo8JKUJeQf6qYTlKLiDh.jpg,1990-01-25,80,"Horror,Drama",de,"Heinrich Ebber,Angelika Hoch,Hermann Kopp,Nicholas Petche",Jörg Buttgereit,Manfred O. Jelinski,,,,,"Daktari Lorenz,Hermann Kopp,John Boy Walton",,,,
[Film3763],Flowers of Shanghai,45935,/tcp1cix8CNbRhlx0zbGGYx04x5l.jpg,1998-10-01,113,Drama,zh,"Tony Leung Chiu-wai,Michiko Hada,Carina Lau,Michelle Reis,Jack Kao",Hou Hsiao-hsien,"Shozo Ichiyama,Yang Teng-Kuei",Chu Tien-wen,,Liao Ching-Sung,Mark Lee Ping-Bing,"Yoshihiro Hanno,Du-Che Tu","Huang Wen-Ying,Chih-Wei Tsao",Huang Wen-Ying,,Shu-Chen Liao
[Film3767],"Goodbye South, Goodbye",88811,/vvBJHFW8kkMM3nQ2ny6DMMin6nD.jpg,1996-01-01,116,"Crime,Drama",zh,"Jack Kao,Lim Giong,Vicky Wei,Annie Shizuka Inoh,Hsu Kuei-ying",Hou Hsiao-hsien,,,,Liao Ching-Sung,"Mark Lee Ping-Bing,Chen Hwai-En",,,Huang Wen-Ying,,
[Film3770],"Good Men, Good Women",99600,/yMmjIymprpdHrSoentdTaUNqgMG.jpg,1995-05-13,108,"Romance,Drama,History",zh,"Annie Shizuka Inoh,Jack Kao,Lim Giong,Ah-Cheng,Hsin Yi Chen",Hou Hsiao-hsien,,Chu Tien-wen,,Liao Ching-Sung,Chen Hwai-En,,,Huang Wen-Ying,,
[Film3775],The House of the Spirits,2259,/q0YyNTvooXI9ZF71dAYKcRwqlGn.jpg,1993-10-19,140,"Romance,Drama",en,"Meryl Streep,Glenn Close,Jeremy Irons,Winona Ryder,Antonio Banderas",Bille August,Bernd Eichinger,,Niels Arild Nielsen,Janus Billeskov Jansen,Jörgen Persson,Hans Zimmer,,Anna Asp,Barbara Baum,"Linda DeVetta,J. Roy Helland,Birthe Lyngsøe,Elisabeth Bukkehave,Sano de Perpessac,Jean-Luc Russier,Isabel Queiroga,Zita Almeida,Mónica Campino,Geraldine Kunz,Elisabeth Lopes,Mira Palmeira Gonçales,Ana Maria Torres,Fátima Vieira"
